"acao" "coeficiente_B" "sse" "volatilidade" "ano" "b_volatilidade"
"NATU3.SA" 1.114 0.0489988421943351 0.931002135490533 2009 1.03713637893645
"NATU3.SA" 0.875999999999999 0.267312389057637 1.03745249676946 2009 0.908808387170046
"NATU3.SA" 0.888999999999999 0.109743509462139 1.05358317988279 2009 0.936635446915799
"NATU3.SA" 0.892999999999999 0.506756402942888 0.997723585247264 2009 0.890967161625806
"NATU3.SA" 0.983999999999999 0.0564191737071965 0.915066130329026 2009 0.900425072243761
"NATU3.SA" 1.04 0.113994880647633 0.890704423835177 2009 0.926332600788584
"NATU3.SA" 0.691 0.376880164100124 1.26856336048268 2009 0.876577282093532
"NATU3.SA" 1.124 0.0626838675595209 0.862451109638165 2009 0.969395047233298
"NATU3.SA" 1.064 0.346457954476539 0.899043232740145 2009 0.956581999635514
"NATU3.SA" 1.014 0.138412212080511 0.990070344400291 2009 1.00393132922189
"NATU3.SA" 0.770999999999999 0.209796623574794 1.24493486423661 2009 0.959844780326425
"NATU3.SA" 1.186 0.0611657793297536 0.833536567755134 2009 0.988574369357589
"NATU3.SA" 1.806 0.109581800091204 0.570633471312359 2009 1.03056404919012
"NATU3.SA" 1.24 0.108928020376478 0.70871863623993 2009 0.878811108937513
"NATU3.SA" 1.008 0.361523133331986 0.986034487268283 2009 0.993922763166429
"NATU3.SA" 0.756999999999999 0.210173842196749 1.21587296615961 2009 0.920415835382824
"NATU3.SA" 0.766999999999999 0.162175001081054 1.22454988200325 2009 0.939229759496492
"NATU3.SA" 0.753999999999999 0.362793700004317 1.22654530901386 2009 0.924815162996449
"NATU3.SA" 0.532 0.266694427627075 1.65277272198697 2009 0.879275088097068
"NATU3.SA" 0.482 0.0305734643314717 1.79687785350283 2009 0.866095125388364
"NATU3.SA" 0.203 0.239820471124787 2.63164969718297 2009 0.534224888528143
"NATU3.SA" 0.403 0.0716354920496953 2.08055492078351 2009 0.838463633075755
"NATU3.SA" 0.534 0.27595506592123 1.61387216960449 2009 0.861807738568798
"NATU3.SA" 0.495 0.0415127659082913 1.73030330370884 2009 0.856500135335876
"NATU3.SA" 0.539 0.290009973458556 1.52792802829877 2009 0.823553207253037
"NATU3.SA" 0.548 0.156249220997262 1.61516318941185 2009 0.885109427797694
"NATU3.SA" 1.123 0.19484461825961 0.863988254175521 2010 0.97025880943911
"NATU3.SA" 0.990999999999999 0.0502231574873269 1.02466117974156 2010 1.01543922912388
"NATU3.SA" 0.769999999999999 0.359324835700659 1.16195460001759 2010 0.894705042013543
"NATU3.SA" 0.806999999999999 0.235945510353162 1.1280283046688 2010 0.91031884186772
"NATU3.SA" 1.63 0.12823914003869 0.663076363777186 2010 1.08081447295681
"NATU3.SA" 1.126 0.129975452777736 0.806030328433633 2010 0.907590149816271
"NATU3.SA" 0.829999999999999 0.132962236193269 1.1184342115838 2010 0.928300395614553
"NATU3.SA" 0.801999999999999 0.296276355609405 1.15277614230368 2010 0.92452646612755
"NATU3.SA" 1.093 0.177428563045757 0.866494474154108 2010 0.94707846025044
"NATU3.SA" 0.786999999999999 0.17530694374948 1.08304255437263 2010 0.852354490291259
"NATU3.SA" 0.909999999999999 0.446080580571634 1.0397267573251 2010 0.94615134916584
"NATU3.SA" 1.227 0.0573548138622857 0.767013431829467 2010 0.941125480854756
"NATU3.SA" 0.676 0.291184283381645 1.33233521449722 2010 0.900658605000121
"NATU3.SA" 1.453 0.1102556539416 0.71655904644053 2010 1.04116029447809
"NATU3.SA" 0.784999999999999 0.0864522636520914 1.16257831369547 2010 0.912623976250943
"NATU3.SA" 0.970999999999999 0.109614983279944 0.98367461693232 2010 0.955148053041282
"NATU3.SA" 1.003 0.296650124683783 0.880058138980497 2010 0.882698313397438
"NATU3.SA" 1.182 0.231880689088005 0.958292129417073 2010 1.13270129697098
"NATU3.SA" 0.763999999999999 0.201989969895775 1.24730536357189 2010 0.952941297768923
"NATU3.SA" 1.114 0.0489988421943351 0.931002135490533 2010 1.03713637893645
"NATU3.SA" 0.875999999999999 0.267312389057637 1.03745249676946 2010 0.908808387170046
"NATU3.SA" 0.888999999999999 0.109743509462139 1.05358317988279 2010 0.936635446915799
"NATU3.SA" 0.892999999999999 0.506756402942888 0.997723585247264 2010 0.890967161625806
"NATU3.SA" 0.983999999999999 0.0564191737071965 0.915066130329026 2010 0.900425072243761
"NATU3.SA" 1.04 0.113994880647633 0.890704423835177 2010 0.926332600788584
"NATU3.SA" 0.691 0.376880164100124 1.26856336048268 2010 0.876577282093532
"NATU3.SA" 1.124 0.0626838675595209 0.862451109638165 2010 0.969395047233298
"NATU3.SA" 1.064 0.346457954476539 0.899043232740145 2010 0.956581999635514
"NATU3.SA" 1.014 0.138412212080511 0.990070344400291 2010 1.00393132922189
"NATU3.SA" 0.770999999999999 0.209796623574794 1.24493486423661 2010 0.959844780326425
"NATU3.SA" 1.186 0.0611657793297536 0.833536567755134 2010 0.988574369357589
"NATU3.SA" 1.806 0.109581800091204 0.570633471312359 2010 1.03056404919012
"NATU3.SA" 1.24 0.108928020376478 0.70871863623993 2010 0.878811108937513
"NATU3.SA" 1.008 0.361523133331986 0.986034487268283 2010 0.993922763166429
"NATU3.SA" 0.756999999999999 0.210173842196749 1.21587296615961 2010 0.920415835382824
"NATU3.SA" 0.766999999999999 0.162175001081054 1.22454988200325 2010 0.939229759496492
"NATU3.SA" 0.753999999999999 0.362793700004317 1.22654530901386 2010 0.924815162996449
"NATU3.SA" 0.532 0.266694427627075 1.65277272198697 2010 0.879275088097068
"NATU3.SA" 0.482 0.0305734643314717 1.79687785350283 2010 0.866095125388364
"NATU3.SA" 0.203 0.239820471124787 2.63164969718297 2010 0.534224888528143
"NATU3.SA" 0.403 0.0716354920496953 2.08055492078351 2010 0.838463633075755
"NATU3.SA" 0.534 0.27595506592123 1.61387216960449 2010 0.861807738568798
"NATU3.SA" 0.495 0.0415127659082913 1.73030330370884 2010 0.856500135335876
"NATU3.SA" 0.539 0.290009973458556 1.52792802829877 2010 0.823553207253037
"NATU3.SA" 0.548 0.156249220997262 1.61516318941185 2010 0.885109427797694
"NATU3.SA" 1.123 0.19484461825961 0.863988254175521 2011 0.97025880943911
"NATU3.SA" 0.990999999999999 0.0502231574873269 1.02466117974156 2011 1.01543922912388
"NATU3.SA" 0.769999999999999 0.359324835700659 1.16195460001759 2011 0.894705042013543
"NATU3.SA" 0.806999999999999 0.235945510353162 1.1280283046688 2011 0.91031884186772
"NATU3.SA" 1.63 0.12823914003869 0.663076363777186 2011 1.08081447295681
"NATU3.SA" 1.126 0.129975452777736 0.806030328433633 2011 0.907590149816271
"NATU3.SA" 0.829999999999999 0.132962236193269 1.1184342115838 2011 0.928300395614553
"NATU3.SA" 0.801999999999999 0.296276355609405 1.15277614230368 2011 0.92452646612755
"NATU3.SA" 1.093 0.177428563045757 0.866494474154108 2011 0.94707846025044
"NATU3.SA" 0.786999999999999 0.17530694374948 1.08304255437263 2011 0.852354490291259
"NATU3.SA" 0.909999999999999 0.446080580571634 1.0397267573251 2011 0.94615134916584
"NATU3.SA" 1.227 0.0573548138622857 0.767013431829467 2011 0.941125480854756
"NATU3.SA" 0.676 0.291184283381645 1.33233521449722 2011 0.900658605000121
"NATU3.SA" 1.453 0.1102556539416 0.71655904644053 2011 1.04116029447809
"NATU3.SA" 0.784999999999999 0.0864522636520914 1.16257831369547 2011 0.912623976250943
"NATU3.SA" 0.970999999999999 0.109614983279944 0.98367461693232 2011 0.955148053041282
"NATU3.SA" 1.003 0.296650124683783 0.880058138980497 2011 0.882698313397438
"NATU3.SA" 1.182 0.231880689088005 0.958292129417073 2011 1.13270129697098
"NATU3.SA" 0.763999999999999 0.201989969895775 1.24730536357189 2011 0.952941297768923
"NATU3.SA" 1.114 0.0489988421943351 0.931002135490533 2011 1.03713637893645
"NATU3.SA" 0.875999999999999 0.267312389057637 1.03745249676946 2011 0.908808387170046
"NATU3.SA" 0.888999999999999 0.109743509462139 1.05358317988279 2011 0.936635446915799
"NATU3.SA" 0.892999999999999 0.506756402942888 0.997723585247264 2011 0.890967161625806
"NATU3.SA" 0.983999999999999 0.0564191737071965 0.915066130329026 2011 0.900425072243761
"NATU3.SA" 1.04 0.113994880647633 0.890704423835177 2011 0.926332600788584
"NATU3.SA" 0.691 0.376880164100124 1.26856336048268 2011 0.876577282093532
"NATU3.SA" 1.124 0.0626838675595209 0.862451109638165 2011 0.969395047233298
"NATU3.SA" 1.064 0.346457954476539 0.899043232740145 2011 0.956581999635514
"NATU3.SA" 1.014 0.138412212080511 0.990070344400291 2011 1.00393132922189
"NATU3.SA" 0.770999999999999 0.209796623574794 1.24493486423661 2011 0.959844780326425
"NATU3.SA" 1.186 0.0611657793297536 0.833536567755134 2011 0.988574369357589
"NATU3.SA" 1.806 0.109581800091204 0.570633471312359 2011 1.03056404919012
"NATU3.SA" 1.24 0.108928020376478 0.70871863623993 2011 0.878811108937513
"NATU3.SA" 1.008 0.361523133331986 0.986034487268283 2011 0.993922763166429
"NATU3.SA" 0.756999999999999 0.210173842196749 1.21587296615961 2011 0.920415835382824
"NATU3.SA" 0.766999999999999 0.162175001081054 1.22454988200325 2011 0.939229759496492
"NATU3.SA" 0.753999999999999 0.362793700004317 1.22654530901386 2011 0.924815162996449
"NATU3.SA" 0.532 0.266694427627075 1.65277272198697 2011 0.879275088097068
"NATU3.SA" 0.482 0.0305734643314717 1.79687785350283 2011 0.866095125388364
"NATU3.SA" 0.203 0.239820471124787 2.63164969718297 2011 0.534224888528143
"NATU3.SA" 0.403 0.0716354920496953 2.08055492078351 2011 0.838463633075755
"NATU3.SA" 0.534 0.27595506592123 1.61387216960449 2011 0.861807738568798
"NATU3.SA" 0.495 0.0415127659082913 1.73030330370884 2011 0.856500135335876
"NATU3.SA" 0.539 0.290009973458556 1.52792802829877 2011 0.823553207253037
"NATU3.SA" 0.548 0.156249220997262 1.61516318941185 2011 0.885109427797694
"NATU3.SA" 1.123 0.19484461825961 0.863988254175521 2012 0.97025880943911
"NATU3.SA" 0.990999999999999 0.0502231574873269 1.02466117974156 2012 1.01543922912388
"NATU3.SA" 0.769999999999999 0.359324835700659 1.16195460001759 2012 0.894705042013543
"NATU3.SA" 0.806999999999999 0.235945510353162 1.1280283046688 2012 0.91031884186772
"NATU3.SA" 1.63 0.12823914003869 0.663076363777186 2012 1.08081447295681
"NATU3.SA" 1.126 0.129975452777736 0.806030328433633 2012 0.907590149816271
"NATU3.SA" 0.829999999999999 0.132962236193269 1.1184342115838 2012 0.928300395614553
"NATU3.SA" 0.801999999999999 0.296276355609405 1.15277614230368 2012 0.92452646612755
"NATU3.SA" 1.093 0.177428563045757 0.866494474154108 2012 0.94707846025044
"NATU3.SA" 0.786999999999999 0.17530694374948 1.08304255437263 2012 0.852354490291259
"NATU3.SA" 0.909999999999999 0.446080580571634 1.0397267573251 2012 0.94615134916584
"NATU3.SA" 1.227 0.0573548138622857 0.767013431829467 2012 0.941125480854756
"NATU3.SA" 0.676 0.291184283381645 1.33233521449722 2012 0.900658605000121
"NATU3.SA" 1.453 0.1102556539416 0.71655904644053 2012 1.04116029447809
"NATU3.SA" 0.784999999999999 0.0864522636520914 1.16257831369547 2012 0.912623976250943
"NATU3.SA" 0.970999999999999 0.109614983279944 0.98367461693232 2012 0.955148053041282
"NATU3.SA" 1.003 0.296650124683783 0.880058138980497 2012 0.882698313397438
"NATU3.SA" 1.182 0.231880689088005 0.958292129417073 2012 1.13270129697098
"NATU3.SA" 0.763999999999999 0.201989969895775 1.24730536357189 2012 0.952941297768923
"NATU3.SA" 1.114 0.0489988421943351 0.931002135490533 2012 1.03713637893645
"NATU3.SA" 0.875999999999999 0.267312389057637 1.03745249676946 2012 0.908808387170046
"NATU3.SA" 0.888999999999999 0.109743509462139 1.05358317988279 2012 0.936635446915799
"NATU3.SA" 0.892999999999999 0.506756402942888 0.997723585247264 2012 0.890967161625806
"NATU3.SA" 0.983999999999999 0.0564191737071965 0.915066130329026 2012 0.900425072243761
"NATU3.SA" 1.04 0.113994880647633 0.890704423835177 2012 0.926332600788584
"NATU3.SA" 0.691 0.376880164100124 1.26856336048268 2012 0.876577282093532
"NATU3.SA" 1.124 0.0626838675595209 0.862451109638165 2012 0.969395047233298
"NATU3.SA" 1.064 0.346457954476539 0.899043232740145 2012 0.956581999635514
"NATU3.SA" 1.014 0.138412212080511 0.990070344400291 2012 1.00393132922189
"NATU3.SA" 0.770999999999999 0.209796623574794 1.24493486423661 2012 0.959844780326425
"NATU3.SA" 1.186 0.0611657793297536 0.833536567755134 2012 0.988574369357589
"NATU3.SA" 1.806 0.109581800091204 0.570633471312359 2012 1.03056404919012
"NATU3.SA" 1.24 0.108928020376478 0.70871863623993 2012 0.878811108937513
"NATU3.SA" 1.008 0.361523133331986 0.986034487268283 2012 0.993922763166429
"NATU3.SA" 0.756999999999999 0.210173842196749 1.21587296615961 2012 0.920415835382824
"NATU3.SA" 0.766999999999999 0.162175001081054 1.22454988200325 2012 0.939229759496492
"NATU3.SA" 0.753999999999999 0.362793700004317 1.22654530901386 2012 0.924815162996449
"NATU3.SA" 0.532 0.266694427627075 1.65277272198697 2012 0.879275088097068
"NATU3.SA" 0.482 0.0305734643314717 1.79687785350283 2012 0.866095125388364
"NATU3.SA" 0.203 0.239820471124787 2.63164969718297 2012 0.534224888528143
"NATU3.SA" 0.403 0.0716354920496953 2.08055492078351 2012 0.838463633075755
"NATU3.SA" 0.534 0.27595506592123 1.61387216960449 2012 0.861807738568798
"NATU3.SA" 0.495 0.0415127659082913 1.73030330370884 2012 0.856500135335876
"NATU3.SA" 0.539 0.290009973458556 1.52792802829877 2012 0.823553207253037
"NATU3.SA" 0.548 0.156249220997262 1.61516318941185 2012 0.885109427797694
"NATU3.SA" 1.123 0.19484461825961 0.863988254175521 2013 0.97025880943911
"NATU3.SA" 0.990999999999999 0.0502231574873269 1.02466117974156 2013 1.01543922912388
"NATU3.SA" 0.769999999999999 0.359324835700659 1.16195460001759 2013 0.894705042013543
"NATU3.SA" 0.806999999999999 0.235945510353162 1.1280283046688 2013 0.91031884186772
"NATU3.SA" 1.63 0.12823914003869 0.663076363777186 2013 1.08081447295681
"NATU3.SA" 1.126 0.129975452777736 0.806030328433633 2013 0.907590149816271
"NATU3.SA" 0.829999999999999 0.132962236193269 1.1184342115838 2013 0.928300395614553
"NATU3.SA" 0.801999999999999 0.296276355609405 1.15277614230368 2013 0.92452646612755
"NATU3.SA" 1.093 0.177428563045757 0.866494474154108 2013 0.94707846025044
"NATU3.SA" 0.786999999999999 0.17530694374948 1.08304255437263 2013 0.852354490291259
"NATU3.SA" 0.909999999999999 0.446080580571634 1.0397267573251 2013 0.94615134916584
"NATU3.SA" 1.227 0.0573548138622857 0.767013431829467 2013 0.941125480854756
"NATU3.SA" 0.676 0.291184283381645 1.33233521449722 2013 0.900658605000121
"NATU3.SA" 1.453 0.1102556539416 0.71655904644053 2013 1.04116029447809
"NATU3.SA" 0.784999999999999 0.0864522636520914 1.16257831369547 2013 0.912623976250943
"NATU3.SA" 0.970999999999999 0.109614983279944 0.98367461693232 2013 0.955148053041282
"NATU3.SA" 1.003 0.296650124683783 0.880058138980497 2013 0.882698313397438
"NATU3.SA" 1.182 0.231880689088005 0.958292129417073 2013 1.13270129697098
"NATU3.SA" 0.763999999999999 0.201989969895775 1.24730536357189 2013 0.952941297768923
"NATU3.SA" 1.114 0.0489988421943351 0.931002135490533 2013 1.03713637893645
"NATU3.SA" 0.875999999999999 0.267312389057637 1.03745249676946 2013 0.908808387170046
"NATU3.SA" 0.888999999999999 0.109743509462139 1.05358317988279 2013 0.936635446915799
"NATU3.SA" 0.892999999999999 0.506756402942888 0.997723585247264 2013 0.890967161625806
"NATU3.SA" 0.983999999999999 0.0564191737071965 0.915066130329026 2013 0.900425072243761
"NATU3.SA" 1.04 0.113994880647633 0.890704423835177 2013 0.926332600788584
"NATU3.SA" 0.691 0.376880164100124 1.26856336048268 2013 0.876577282093532
"NATU3.SA" 1.124 0.0626838675595209 0.862451109638165 2013 0.969395047233298
"NATU3.SA" 1.064 0.346457954476539 0.899043232740145 2013 0.956581999635514
"NATU3.SA" 1.014 0.138412212080511 0.990070344400291 2013 1.00393132922189
"NATU3.SA" 0.770999999999999 0.209796623574794 1.24493486423661 2013 0.959844780326425
"NATU3.SA" 1.186 0.0611657793297536 0.833536567755134 2013 0.988574369357589
"NATU3.SA" 1.806 0.109581800091204 0.570633471312359 2013 1.03056404919012
"NATU3.SA" 1.24 0.108928020376478 0.70871863623993 2013 0.878811108937513
"NATU3.SA" 1.008 0.361523133331986 0.986034487268283 2013 0.993922763166429
"NATU3.SA" 0.756999999999999 0.210173842196749 1.21587296615961 2013 0.920415835382824
"NATU3.SA" 0.766999999999999 0.162175001081054 1.22454988200325 2013 0.939229759496492
"NATU3.SA" 0.753999999999999 0.362793700004317 1.22654530901386 2013 0.924815162996449
"NATU3.SA" 0.532 0.266694427627075 1.65277272198697 2013 0.879275088097068
"NATU3.SA" 0.482 0.0305734643314717 1.79687785350283 2013 0.866095125388364
"NATU3.SA" 0.203 0.239820471124787 2.63164969718297 2013 0.534224888528143
"NATU3.SA" 0.403 0.0716354920496953 2.08055492078351 2013 0.838463633075755
"NATU3.SA" 0.534 0.27595506592123 1.61387216960449 2013 0.861807738568798
"NATU3.SA" 0.495 0.0415127659082913 1.73030330370884 2013 0.856500135335876
"NATU3.SA" 0.539 0.290009973458556 1.52792802829877 2013 0.823553207253037
"NATU3.SA" 0.548 0.156249220997262 1.61516318941185 2013 0.885109427797694
"NATU3.SA" 1.123 0.19484461825961 0.863988254175521 2014 0.97025880943911
"NATU3.SA" 0.990999999999999 0.0502231574873269 1.02466117974156 2014 1.01543922912388
"NATU3.SA" 0.769999999999999 0.359324835700659 1.16195460001759 2014 0.894705042013543
"NATU3.SA" 0.806999999999999 0.235945510353162 1.1280283046688 2014 0.91031884186772
"NATU3.SA" 1.63 0.12823914003869 0.663076363777186 2014 1.08081447295681
"NATU3.SA" 1.126 0.129975452777736 0.806030328433633 2014 0.907590149816271
"NATU3.SA" 0.829999999999999 0.132962236193269 1.1184342115838 2014 0.928300395614553
"NATU3.SA" 0.801999999999999 0.296276355609405 1.15277614230368 2014 0.92452646612755
"NATU3.SA" 1.093 0.177428563045757 0.866494474154108 2014 0.94707846025044
"NATU3.SA" 0.786999999999999 0.17530694374948 1.08304255437263 2014 0.852354490291259
"NATU3.SA" 0.909999999999999 0.446080580571634 1.0397267573251 2014 0.94615134916584
"NATU3.SA" 1.227 0.0573548138622857 0.767013431829467 2014 0.941125480854756
"NATU3.SA" 0.676 0.291184283381645 1.33233521449722 2014 0.900658605000121
"NATU3.SA" 1.453 0.1102556539416 0.71655904644053 2014 1.04116029447809
"NATU3.SA" 0.784999999999999 0.0864522636520914 1.16257831369547 2014 0.912623976250943
"NATU3.SA" 0.970999999999999 0.109614983279944 0.98367461693232 2014 0.955148053041282
"NATU3.SA" 1.003 0.296650124683783 0.880058138980497 2014 0.882698313397438
"NATU3.SA" 1.182 0.231880689088005 0.958292129417073 2014 1.13270129697098
"NATU3.SA" 0.763999999999999 0.201989969895775 1.24730536357189 2014 0.952941297768923
"NATU3.SA" 1.114 0.0489988421943351 0.931002135490533 2014 1.03713637893645
"NATU3.SA" 0.875999999999999 0.267312389057637 1.03745249676946 2014 0.908808387170046
"NATU3.SA" 0.888999999999999 0.109743509462139 1.05358317988279 2014 0.936635446915799
"NATU3.SA" 0.892999999999999 0.506756402942888 0.997723585247264 2014 0.890967161625806
"NATU3.SA" 0.983999999999999 0.0564191737071965 0.915066130329026 2014 0.900425072243761
"NATU3.SA" 1.04 0.113994880647633 0.890704423835177 2014 0.926332600788584
"NATU3.SA" 0.691 0.376880164100124 1.26856336048268 2014 0.876577282093532
"NATU3.SA" 1.124 0.0626838675595209 0.862451109638165 2014 0.969395047233298
"NATU3.SA" 1.064 0.346457954476539 0.899043232740145 2014 0.956581999635514
"NATU3.SA" 1.014 0.138412212080511 0.990070344400291 2014 1.00393132922189
"NATU3.SA" 0.770999999999999 0.209796623574794 1.24493486423661 2014 0.959844780326425
"NATU3.SA" 1.186 0.0611657793297536 0.833536567755134 2014 0.988574369357589
"NATU3.SA" 1.806 0.109581800091204 0.570633471312359 2014 1.03056404919012
"NATU3.SA" 1.24 0.108928020376478 0.70871863623993 2014 0.878811108937513
"NATU3.SA" 1.008 0.361523133331986 0.986034487268283 2014 0.993922763166429
"NATU3.SA" 0.756999999999999 0.210173842196749 1.21587296615961 2014 0.920415835382824
"NATU3.SA" 0.766999999999999 0.162175001081054 1.22454988200325 2014 0.939229759496492
"NATU3.SA" 0.753999999999999 0.362793700004317 1.22654530901386 2014 0.924815162996449
"NATU3.SA" 0.532 0.266694427627075 1.65277272198697 2014 0.879275088097068
"NATU3.SA" 0.482 0.0305734643314717 1.79687785350283 2014 0.866095125388364
"NATU3.SA" 0.203 0.239820471124787 2.63164969718297 2014 0.534224888528143
"NATU3.SA" 0.403 0.0716354920496953 2.08055492078351 2014 0.838463633075755
"NATU3.SA" 0.534 0.27595506592123 1.61387216960449 2014 0.861807738568798
"NATU3.SA" 0.495 0.0415127659082913 1.73030330370884 2014 0.856500135335876
"NATU3.SA" 0.539 0.290009973458556 1.52792802829877 2014 0.823553207253037
"NATU3.SA" 0.548 0.156249220997262 1.61516318941185 2014 0.885109427797694
